hyper	hypo	sim
object_detection	requirements_elicitation	0.20000000000092322
learning_to_rank	ad_hoc_wireless_networks	-0.2618595071417662
object_detection	variational_approximation	0.20000000000092322
language_model	learning_to_rank	-0.05664166714642116
wireless_networks	rule_induction	0.3429387345181628
text_clustering	text_mining	9.102718578901658e-13
graph_theory	variational_approximation	1.4426237981979284e-12
hierarchical_clustering	first-order_logic	1.0
translation_quality	requirements_elicitation	0.3690702464291169
clustering	vector_space_model	-0.3205467663018142
system_testing	part-of-speech_tagging	1.0
translation_quality	k-means_clustering	-0.42010589062374937
object_detection	face_recognition	0.20000000000092322
tag_recommendation	recommender_systems	0.3690702464291169
information_retrieval	recommender_systems	0.39255538667707957
system_testing	bug_reports	-664830674426.3792
natural_language_processing	question_answering	0.31739380551443896
test_case_generation	collaborative_filtering	1.4426237981979284e-12
tag_recommendation	textual_entailment	0.3690702464291169
sparse_approximation	dependency_parsing	-0.22629438552954784
variational_approximation	syntactic_parsing	-0.5849625007188695
pseudo_relevance_feedback	requirements_specification	0.3690702464291169
personalized_recommendation	statistical_machine_translation	-0.2618595071417662
language_model	natural_language_processing	-0.5479520632567529
computer_vision	computer_science	1.4426237981979284e-12
syntactic_parsing	k-means_clustering	-0.42010589062374937
recommender_systems	collaborative_filtering	1.4426237981979284e-12
wireless_networks	multi-hop_wireless_networks	-0.41988577167409824
text_clustering	automated_reasoning	9.102718578901658e-13
text_mining	syntactic_parsing	9.102718578901658e-13
web_usage_mining	decision_tables	0.3690702464291169
tag_recommendation	opinion_mining	0.3690702464291169
computer_vision	web_page_classification	-0.5849625007188695
bm25	linear_programming_relaxation	-0.7534452978017296
recommender_systems	personalized_recommendation	-0.5849625007188695
stochastic_approximation	approximation_theory	1.4426237981979284e-12
data_mining	formal_logic	0.4791970372025718
decision_tables	requirements_management	1.4426237981979284e-12
syntactic_parsing	heterogeneous_wireless_network	-0.2618595071417662
software_architecture_design	patent_retrieval	0.20751874963999373
ad_hoc_wireless_networks	coreference_resolution	0.5000000000003607
linear_programming_relaxation	approximation_theory	0.42969421330028323
peer-to-peer_networks	computer_networks	0.4291029068153389
parallel_text	machine_translation	-0.5849625007188695
query_reformulation	pushdown_systems	1.4426237981979284e-12
automated_reasoning	automated_theorem_proving	9.102718578901658e-13
computer_science	information_retrieval	-0.646240625177914
relevance_feedback	computer_networks	1.4426237981979284e-12
decision_tables	rule_induction	1.4426237981979284e-12
automated_theorem_proving	computer_networks	0.3690702464291169
image_retrieval	web_mining	0.20751874963999373
image_retrieval	computer_vision	0.5000000000003607
routing_algorithm	query_reformulation	0.3690702464291169
recommender_systems	uml_class_diagrams	-0.5849625007188695
software_engineering	computer_science	0.46374571941843756
variational_approximation	approximation_theory	1.4426237981979284e-12
machine_translation	parallel_corpora	0.3690702464291169
apriori	text_classification	1.4426237981979284e-12
software_design	unified_modeling_language	-0.6334605302245517
tag_recommendation	fuzzy_clustering	-0.23723056321500358
mean_average_precision	retrieval_effectiveness	9.102718578901658e-13
textual_entailment	cellular_automata	-0.5534452978020181
software_architecture_design	pushdown_systems	0.5000000000003607
data_mining	web_mining	0.17454683370160096
bm25	k-means_clustering	-1.250814583690664
peer-to-peer_networks	automated_reasoning	0.09514951553160067
music_recommendation	recommender_systems	0.5000000000003607
variational_approximation	query_processing	-0.49999999999783595
computer_vision	spectral_clustering	-0.5849625007188695
natural_language_processing	web_personalization	0.31739380551443896
sparse_approximation	opinion_mining	0.2262943855317805
clustering	data_mining	-0.5997839977070822
software_engineering	finite_automata	0.15005707442702232
query_processing	translation_quality	-0.05664166714642116
vector_space_model	automated_reasoning	9.102718578901658e-13
uml_2.0	bug_reports	-664830674426.3792
ad_hoc_wireless_networks	wireless_networks	0.23903595255686771
web_personalization	learning_to_rank	9.102718578901658e-13
test_case_generation	system_testing	1.0
bm25	content-based_image_retrieval	1.0
software_architecture_design	machine_translation	0.20751874963999373
first-order_logic	computer_networks	-693147180558.9453
web_search	information_retrieval	-0.06726783537492986
sentiment_analysis	natural_language_processing	-1.3219280948840129
linear_programming_relaxation	object-oriented_design	1.0
uml_2.0	explicit_feedback	-693147180558.9453
software_design	learning_to_rank	-0.7259824578760075
software_architecture_design	wordnet	0.5000000000003607
apriori	heterogeneous_wireless_network	-0.9999999999971148
sparse_approximation	ad_hoc_wireless_networks	-0.547411228936439
sentiment_analysis	text_mining	-0.5849625007188695
sentiment_analysis	object-oriented_design	1.0
frequent_item_sets	sentiment_analysis	0.44211410869818935
language_model	machine_translation	-0.05664166714642116
turing_machines	textual_entailment	-0.08897368681636797
link_analysis	pushdown_systems	1.4426237981979284e-12
uml_class_diagrams	polynomial_time_approximation_scheme	-0.2618595071417662
language_model	information_retrieval	-0.09749375011913708
routing_algorithm	bm25	0.3690702464291169
formal_logic	bm25	1.4426237981979284e-12
ad_hoc_wireless_networks	statistical_machine_translation	7.214229214014267e-13
patent_retrieval	variational_approximation	0.3690702464291169
web_mining	information_retrieval	-0.03866219196337628
recommender_systems	system_testing	1.0
software_design	theoretical_computer_science	-0.7259824578760075
web_mining	cellular_automata	0.019885141070511536
bm25	web_page_classification	-0.5849625007188695
textual_entailment	wireless_networks	-0.5219280948851668
turing_machines	routing_algorithm	-0.7259824578760075
network_protocols	bilingual_dictionary	0.3690702464291169
image_retrieval	query_expansion	0.5000000000003607
information_retrieval	data_warehouse	0.03722306661810826
automata_theory	finite_automata	9.102718578901658e-13
polynomial_time_approximation_scheme	approximation_theory	0.5000000000003607
natural_language_processing	web_page_classification	0.31739380551443896
computer_networks	information_extraction	1.4426237981979284e-12
pushdown_systems	formal_logic	1.4426237981979284e-12
retrieval_effectiveness	system_testing	1.0
machine_translation	bilingual_dictionary	0.3690702464291169
natural_language_processing	text_mining	0.31739380551443896
text_classification	sentiment_analysis	1.4426237981979284e-12
information_extraction	system_testing	1.0
clustering	fuzzy_clustering	-0.6338208194248325
requirements_traceability	bilingual_dictionary	0.3333333333339745
software_engineering	system_testing	1.0
query_expansion	query_processing	-0.49999999999783595
routing_algorithm	retrieval_effectiveness	9.102718578901658e-13
natural_language_processing	computer_science	0.5693234419268747
image_retrieval	bm25	0.5000000000003607
data_warehouse	web_personalization	9.102718578901658e-13
machine_translation	peer-to-peer_networks	-0.10515495892757021
variational_approximation	web_search	-0.5424812503583525
system_testing	test_case_generation	-693147180558.9453
automata_theory	computer_science	0.3690702464291169
hierarchical_clustering	image_enhancement	0.4354239701918543
sentiment_analysis	web_mining	-0.5849625007188695
frequent_closed_itemsets	frequent_item_sets	-0.1309297535704279
k-means_clustering	query_expansion	0.5557164027441945
query_expansion	k-means_clustering	-1.250814583690664
network_protocols	bm25	0.3690702464291169
pseudo_relevance_feedback	music_recommendation	-0.2618595071417662
apriori	decision_trees	-0.49999999999783595
information_retrieval	patent_retrieval	0.03722306661810826
parallel_text	finite_automata	-0.5849625007188695
tag_recommendation	first-order_logic	1.0
software_engineering	automatic_programming	1.0
unified_modeling_language	dialogue_systems	-0.05664166714642116
sentiment_analysis	wordnet	1.4426237981979284e-12
retrieval_models	information_retrieval	-0.03866219196337628
clustering	hierarchical_clustering	-0.4757485296087378
computer_science	software_engineering	-0.864786979254121
software_architecture_design	parallel_corpora	0.5000000000003607
ad_hoc_wireless_networks	parallel_text	0.5000000000003607
mean_average_precision	wireless_networks	0.03977028214011269
data_warehouse	system_testing	1.0
software_design	dialogue_systems	-0.7259824578760075
association_rule_mining	sparse_approximation	0.35375937482017716
text_classification	text_mining	-0.5849625007188695
data_mining	association_rule_mining	-0.04160592559485643
automated_reasoning	uml_2.0	1.0
association_rule_mining	mean_average_precision	0.20751874963999373
rule_induction	finite_automata	-0.5849625007188695
computational_learning_theory	graph_theory	0.3690702464291169
ad_hoc_wireless_networks	fuzzy_clustering	0.019517976278866644
information_extraction	unified_modeling_language	-0.49999999999783595
query_expansion	uml_2.0	1.0
parallel_text	pushdown_systems	1.4426237981979284e-12
uml_class_diagrams	part-of-speech_tagging	1.0
association_rule_mining	apriori	0.5000000000003607
approximation_theory	linear_programming_relaxation	-0.7534452978017296
unified_modeling_language	cellular_automata	-0.035630198535176794
natural_language_processing	language_model	0.353985162890312
automatic_programming	query_processing	-1039720770838.9178
software_design	textual_entailment	-0.08897368681636797
turing_machines	requirements_engineering	-0.08897368681636797
mean_average_precision	clustering	0.2427379131763855
statistical_language_models	retrieval_models	9.102718578901658e-13
object_detection	bilingual_dictionary	0.20000000000092322
automated_theorem_proving	automated_reasoning	9.102718578901658e-13
finite_automata	dependency_parsing	9.102718578901658e-13
computer_science	data_mining	-0.9201119644681561
decision_trees	web_search	-0.02832083357272941
k-means_clustering	text_clustering	0.29582715866404774
recommender_systems	music_recommendation	-0.9999999999971148
rule_induction	decision_tables	1.4426237981979284e-12
hierarchical_clustering	test_case_generation	0.4354239701918543
automated_theorem_proving	spectral_clustering	9.102718578901658e-13
data_mining	requirements_traceability	0.21879555580385768
computer_networks	decision_trees	-0.49999999999783595
unified_modeling_language	explicit_feedback	0.3333333333339745
fuzzy_clustering	implicit_feedback	0.49004674445568386
computer_networks	routing_algorithm	-0.5849625007188695
formal_logic	decision_rules	1.4426237981979284e-12
automated_reasoning	retrieval_models	9.102718578901658e-13
statistical_language_models	decision_rules	0.3690702464291169
coreference_resolution	natural_language_processing	-1.3219280948840129
query_reformulation	automatic_programming	1.0
software_design	software_architecture_design	-1.177947373632736
bilingual_dictionary	machine_translation	-0.5849625007188695
question_answering	natural_language_processing	-0.4649735207165939
automata_theory	hierarchical_clustering	-0.11752841115973656
implicit_feedback	formal_logic	1.4426237981979284e-12
retrieval_effectiveness	information_retrieval	-0.03866219196337628
opinion_mining	recommender_systems	1.4426237981979284e-12
test_case_generation	sparse_approximation	-0.29248125035871353
sparse_approximation	sentiment_analysis	0.2262943855317805
peer-to-peer_networks	web_usage_mining	0.09514951553160067
recommender_systems	formal_logic	1.4426237981979284e-12
wireless_networks	computer_networks	0.3429387345181628
image_segmentation	medical_image_segmentation	-0.9999999999971148
clustering	web_page_classification	-0.3205467663018142
video_processing	web_mining	9.102718578901658e-13
coreference_resolution	vector_space_model	-0.5849625007188695
automata_theory	theoretical_computer_science	9.102718578901658e-13
pushdown_systems	higher-order_logic	1.0
automata_theory	cellular_automata	0.019885141070511536
image_retrieval	information_retrieval	0.17687968741044924
face_recognition	information_extraction	1.4426237981979284e-12
peer-to-peer_networks	decision_tables	0.4291029068153389
polynomial_time_approximation_scheme	machine_translation	0.20751874963999373
automatic_programming	web_personalization	-1098612288667.1096
average_precision	spatial_data_mining	-0.2704260414851558
computer_vision	video_processing	-0.5849625007188695
music_recommendation	machine_translation	0.20751874963999373
object-oriented_design	software_design	-636514168293.8127
information_retrieval	text_mining	0.03722306661810826
software_design	object-oriented_design	1.0
automatic_programming	decision_rules	-693147180558.9453
